,Image path,Document Type,Processed Document Type,Is rejected,Confidence,Is processed
0,D:\study\diploma\data\photo\images\alb_id\00.jpg,alb_id,alb.id.type1,False,0.7055999999999999,True
1,D:\study\diploma\data\photo\images\alb_id\01.jpg,alb_id,alb.id.type1,False,0.8824609733700643,True
2,D:\study\diploma\data\photo\images\alb_id\02.jpg,alb_id,alb.id.type1,False,0.8370303304662743,True
3,D:\study\diploma\data\photo\images\alb_id\03.jpg,alb_id,alb.id.type1,False,0.8751300728407907,True
4,D:\study\diploma\data\photo\images\alb_id\04.jpg,alb_id,alb.id.type1,False,0.8770471151423532,True
5,D:\study\diploma\data\photo\images\alb_id\05.jpg,alb_id,alb.id.type1,False,0.8464,True
6,D:\study\diploma\data\photo\images\alb_id\06.jpg,alb_id,alb.id.type1,False,0.8547525809896761,True
7,D:\study\diploma\data\photo\images\alb_id\07.jpg,alb_id,alb.id.type1,False,0.8645737149892274,True
8,D:\study\diploma\data\photo\images\alb_id\08.jpg,alb_id,alb.id.type1,False,0.8751300728407907,True
9,D:\study\diploma\data\photo\images\alb_id\09.jpg,alb_id,alb.id.type1,False,0.8573388203017833,True
10,D:\study\diploma\data\photo\images\alb_id\10.jpg,alb_id,alb.id.type1,False,0.8751300728407907,True
11,D:\study\diploma\data\photo\images\alb_id\11.jpg,alb_id,alb.id.type1,False,0.5625,True
12,D:\study\diploma\data\photo\images\alb_id\12.jpg,alb_id,alb.id.type1,False,0.7055999999999999,True
13,D:\study\diploma\data\photo\images\alb_id\13.jpg,alb_id,alb.id.type1,False,0.7844897959183673,True
14,D:\study\diploma\data\photo\images\alb_id\14.jpg,alb_id,,True,0.0,False
15,D:\study\diploma\data\photo\images\alb_id\15.jpg,alb_id,alb.id.type1,False,0.8464,True
16,D:\study\diploma\data\photo\images\alb_id\16.jpg,alb_id,alb.id.type1,False,0.7159763313609467,True
17,D:\study\diploma\data\photo\images\alb_id\17.jpg,alb_id,alb.id.type1,False,0.8731523783929052,True
18,D:\study\diploma\data\photo\images\alb_id\18.jpg,alb_id,alb.id.type1,False,0.765625,True
19,D:\study\diploma\data\photo\images\alb_id\19.jpg,alb_id,alb.id.type1,False,0.8858131487889274,True
20,D:\study\diploma\data\photo\images\alb_id\20.jpg,alb_id,alb.id.type1,False,0.8934133983861888,True
21,D:\study\diploma\data\photo\images\alb_id\21.jpg,alb_id,,True,0.0,False
22,D:\study\diploma\data\photo\images\alb_id\22.jpg,alb_id,alb.id.type1,False,0.8858131487889274,True
23,D:\study\diploma\data\photo\images\alb_id\23.jpg,alb_id,,True,0.0,False
24,D:\study\diploma\data\photo\images\alb_id\24.jpg,alb_id,alb.id.type1,False,0.8464,True
25,D:\study\diploma\data\photo\images\alb_id\25.jpg,alb_id,alb.id.type1,False,0.8751300728407907,True
26,D:\study\diploma\data\photo\images\alb_id\26.jpg,alb_id,,True,0.0,False
27,D:\study\diploma\data\photo\images\alb_id\27.jpg,alb_id,alb.id.type1,False,0.8185941043083901,True
28,D:\study\diploma\data\photo\images\alb_id\28.jpg,alb_id,alb.id.type1,False,0.8934133983861888,True
29,D:\study\diploma\data\photo\images\alb_id\29.jpg,alb_id,alb.id.type1,False,0.8668252080856124,True
30,D:\study\diploma\data\photo\images\alb_id\30.jpg,alb_id,,True,0.0,False
31,D:\study\diploma\data\photo\images\alb_id\31.jpg,alb_id,alb.id.type1,False,0.7055999999999999,True
32,D:\study\diploma\data\photo\images\alb_id\32.jpg,alb_id,alb.id.type1,False,0.8919753086419753,True
33,D:\study\diploma\data\photo\images\alb_id\33.jpg,alb_id,alb.id.type1,False,0.765625,True
34,D:\study\diploma\data\photo\images\alb_id\34.jpg,alb_id,alb.id.type1,False,0.8874186095358118,True
35,D:\study\diploma\data\photo\images\alb_id\35.jpg,alb_id,alb.id.type1,False,0.8731523783929052,True
36,D:\study\diploma\data\photo\images\alb_id\36.jpg,alb_id,alb.id.type1,False,0.87890625,True
37,D:\study\diploma\data\photo\images\alb_id\37.jpg,alb_id,alb.id.type1,False,0.8919753086419753,True
38,D:\study\diploma\data\photo\images\alb_id\38.jpg,alb_id,alb.id.type1,False,0.8645737149892274,True
39,D:\study\diploma\data\photo\images\alb_id\39.jpg,alb_id,alb.id.type1,False,0.8690031600114909,True
40,D:\study\diploma\data\photo\images\alb_id\40.jpg,alb_id,alb.id.type1,False,0.8841612831365561,True
41,D:\study\diploma\data\photo\images\alb_id\41.jpg,alb_id,alb.id.type1,False,0.8668252080856124,True
42,D:\study\diploma\data\photo\images\alb_id\42.jpg,alb_id,alb.id.type1,False,0.8573388203017833,True
43,D:\study\diploma\data\photo\images\alb_id\43.jpg,alb_id,alb.id.type1,False,0.8751300728407907,True
44,D:\study\diploma\data\photo\images\alb_id\44.jpg,alb_id,alb.id.type1,False,0.8751300728407907,True
45,D:\study\diploma\data\photo\images\alb_id\45.jpg,alb_id,alb.id.type1,False,0.8690031600114909,True
46,D:\study\diploma\data\photo\images\alb_id\46.jpg,alb_id,alb.id.type1,False,0.8547525809896761,True
47,D:\study\diploma\data\photo\images\alb_id\47.jpg,alb_id,alb.id.type1,False,0.8264462809917354,True
48,D:\study\diploma\data\photo\images\alb_id\48.jpg,alb_id,alb.id.type1,False,0.8185941043083901,True
49,D:\study\diploma\data\photo\images\alb_id\49.jpg,alb_id,alb.id.type1,False,0.8492887351018837,True
50,D:\study\diploma\data\photo\images\alb_id\50.jpg,alb_id,alb.id.type1,False,0.8751300728407907,True
51,D:\study\diploma\data\photo\images\alb_id\51.jpg,alb_id,alb.id.type1,False,0.8919753086419753,True
52,D:\study\diploma\data\photo\images\alb_id\52.jpg,alb_id,alb.id.type1,False,0.8889795918367347,True
53,D:\study\diploma\data\photo\images\alb_id\53.jpg,alb_id,alb.id.type1,False,0.8807100591715976,True
54,D:\study\diploma\data\photo\images\alb_id\54.jpg,alb_id,alb.id.type1,False,0.5847750865051903,True
55,D:\study\diploma\data\photo\images\alb_id\55.jpg,alb_id,alb.id.type1,False,0.8547525809896761,True
56,D:\study\diploma\data\photo\images\alb_id\56.jpg,alb_id,alb.id.type1,False,0.8547525809896761,True
57,D:\study\diploma\data\photo\images\alb_id\57.jpg,alb_id,alb.id.type1,False,0.8668252080856124,True
58,D:\study\diploma\data\photo\images\alb_id\58.jpg,alb_id,,True,0.0,False
59,D:\study\diploma\data\photo\images\alb_id\59.jpg,alb_id,,True,0.0,False
60,D:\study\diploma\data\photo\images\alb_id\60.jpg,alb_id,alb.id.type1,False,0.8645737149892274,True
61,D:\study\diploma\data\photo\images\alb_id\61.jpg,alb_id,alb.id.type1,False,0.8731523783929052,True
62,D:\study\diploma\data\photo\images\alb_id\62.jpg,alb_id,alb.id.type1,False,0.8301234567901234,True
63,D:\study\diploma\data\photo\images\alb_id\63.jpg,alb_id,alb.id.type1,False,0.655328798185941,True
64,D:\study\diploma\data\photo\images\alb_id\64.jpg,alb_id,alb.id.type1,False,0.8520710059171599,True
65,D:\study\diploma\data\photo\images\alb_id\65.jpg,alb_id,alb.id.type1,False,0.8185941043083901,True
66,D:\study\diploma\data\photo\images\alb_id\66.jpg,alb_id,alb.id.type1,False,0.8464,True
67,D:\study\diploma\data\photo\images\alb_id\67.jpg,alb_id,alb.id.type1,False,0.8492887351018837,True
68,D:\study\diploma\data\photo\images\alb_id\68.jpg,alb_id,alb.id.type1,False,0.8370303304662743,True
69,D:\study\diploma\data\photo\images\alb_id\69.jpg,alb_id,alb.id.type1,False,0.8336483931947068,True
70,D:\study\diploma\data\photo\images\alb_id\70.jpg,alb_id,alb.id.type1,False,0.8520710059171599,True
71,D:\study\diploma\data\photo\images\alb_id\71.jpg,alb_id,alb.id.type1,False,0.8301234567901234,True
72,D:\study\diploma\data\photo\images\alb_id\72.jpg,alb_id,alb.id.type1,False,0.8370303304662743,True
73,D:\study\diploma\data\photo\images\alb_id\73.jpg,alb_id,alb.id.type1,False,0.8433985839233653,True
74,D:\study\diploma\data\photo\images\alb_id\74.jpg,alb_id,alb.id.type1,False,0.8573388203017833,True
75,D:\study\diploma\data\photo\images\alb_id\75.jpg,alb_id,alb.id.type1,False,0.8598347107438016,True
76,D:\study\diploma\data\photo\images\alb_id\76.jpg,alb_id,alb.id.type1,False,0.8264462809917354,True
77,D:\study\diploma\data\photo\images\alb_id\77.jpg,alb_id,alb.id.type1,False,0.8053911900065747,True
78,D:\study\diploma\data\photo\images\alb_id\78.jpg,alb_id,alb.id.type1,False,0.8433985839233653,True
79,D:\study\diploma\data\photo\images\alb_id\79.jpg,alb_id,alb.id.type1,False,0.8520710059171599,True
80,D:\study\diploma\data\photo\images\alb_id\80.jpg,alb_id,alb.id.type1,False,0.8547525809896761,True
81,D:\study\diploma\data\photo\images\alb_id\81.jpg,alb_id,alb.id.type1,False,0.8622448979591837,True
82,D:\study\diploma\data\photo\images\alb_id\82.jpg,alb_id,alb.id.type1,False,0.8751300728407907,True
83,D:\study\diploma\data\photo\images\alb_id\83.jpg,alb_id,alb.id.type1,False,0.8690031600114909,True
84,D:\study\diploma\data\photo\images\alb_id\84.jpg,alb_id,alb.id.type1,False,0.7954711468224982,True
85,D:\study\diploma\data\photo\images\alb_id\85.jpg,alb_id,alb.id.type1,False,0.8226068144943212,True
86,D:\study\diploma\data\photo\images\alb_id\86.jpg,alb_id,alb.id.type1,False,0.8598347107438016,True
87,D:\study\diploma\data\photo\images\alb_id\87.jpg,alb_id,alb.id.type1,False,0.8336483931947068,True
88,D:\study\diploma\data\photo\images\alb_id\88.jpg,alb_id,alb.id.type1,False,0.8711111111111112,True
89,D:\study\diploma\data\photo\images\alb_id\89.jpg,alb_id,alb.id.type1,False,0.8645737149892274,True
90,D:\study\diploma\data\photo\images\alb_id\90.jpg,alb_id,alb.id.type1,False,0.8770471151423532,True
91,D:\study\diploma\data\photo\images\alb_id\91.jpg,alb_id,alb.id.type1,False,0.8889795918367347,True
92,D:\study\diploma\data\photo\images\alb_id\92.jpg,alb_id,alb.id.type1,False,0.87890625,True
93,D:\study\diploma\data\photo\images\alb_id\93.jpg,alb_id,alb.id.type1,False,0.87890625,True
94,D:\study\diploma\data\photo\images\alb_id\94.jpg,alb_id,alb.id.type1,False,0.8690031600114909,True
95,D:\study\diploma\data\photo\images\alb_id\95.jpg,alb_id,alb.id.type1,False,0.8889795918367347,True
96,D:\study\diploma\data\photo\images\alb_id\96.jpg,alb_id,alb.id.type1,False,0.8711111111111112,True
97,D:\study\diploma\data\photo\images\alb_id\97.jpg,alb_id,alb.id.type1,False,0.8520710059171599,True
98,D:\study\diploma\data\photo\images\alb_id\98.jpg,alb_id,alb.id.type1,False,0.8961777777777777,True
99,D:\study\diploma\data\photo\images\alb_id\99.jpg,alb_id,alb.id.type1,False,0.8948137326515705,True
100,D:\study\diploma\data\photo\images\aze_passport\00.jpg,aze_passport,aze.passport.type2,False,0.8919753086419753,True
101,D:\study\diploma\data\photo\images\aze_passport\01.jpg,aze_passport,aze.passport.type2,False,0.9048185603807257,True
102,D:\study\diploma\data\photo\images\aze_passport\02.jpg,aze_passport,aze.passport.type2,False,0.8645737149892274,True
103,D:\study\diploma\data\photo\images\aze_passport\03.jpg,aze_passport,aze.passport.type2,False,0.8824609733700643,True
104,D:\study\diploma\data\photo\images\aze_passport\04.jpg,aze_passport,aze.passport.type2,False,0.9070294784580498,True
105,D:\study\diploma\data\photo\images\aze_passport\05.jpg,aze_passport,,True,0.0,False
106,D:\study\diploma\data\photo\images\aze_passport\06.jpg,aze_passport,,True,0.0,False
107,D:\study\diploma\data\photo\images\aze_passport\07.jpg,aze_passport,,True,0.0,False
108,D:\study\diploma\data\photo\images\aze_passport\08.jpg,aze_passport,aze.passport.type2,False,0.901297868931261,True
109,D:\study\diploma\data\photo\images\aze_passport\09.jpg,aze_passport,,True,0.0,False
110,D:\study\diploma\data\photo\images\aze_passport\10.jpg,aze_passport,aze.passport.type2,False,0.8919753086419753,True
111,D:\study\diploma\data\photo\images\aze_passport\11.jpg,aze_passport,aze.passport.type2,False,0.9025,True
112,D:\study\diploma\data\photo\images\aze_passport\12.jpg,aze_passport,aze.passport.type2,False,0.8934133983861888,True
113,D:\study\diploma\data\photo\images\aze_passport\13.jpg,aze_passport,aze.passport.type2,False,0.9216,True
114,D:\study\diploma\data\photo\images\aze_passport\14.jpg,aze_passport,aze.passport.type2,False,0.7585848074921956,True
115,D:\study\diploma\data\photo\images\aze_passport\15.jpg,aze_passport,aze.passport.type2,False,0.8889795918367347,True
116,D:\study\diploma\data\photo\images\aze_passport\16.jpg,aze_passport,aze.passport.type2,False,0.8841612831365561,True
117,D:\study\diploma\data\photo\images\aze_passport\17.jpg,aze_passport,aze.passport.type2,False,0.901297868931261,True
118,D:\study\diploma\data\photo\images\aze_passport\18.jpg,aze_passport,aze.passport.type2,False,0.7785467128027681,True
119,D:\study\diploma\data\photo\images\aze_passport\19.jpg,aze_passport,aze.passport.type2,False,0.9208244056728905,True
120,D:\study\diploma\data\photo\images\aze_passport\20.jpg,aze_passport,aze.passport.type2,False,0.901297868931261,True
